"","language_id","lemma","word_form"
"1","cs","ig","ig"
"2","cs","st","st"
"3","cs","united","u"
"4","cs","us","us"
"5","cs","post","p"
"6","cs","le","le"
"7","cs","le","la"
"8","cs","new","new"
"9","cs","beastie","beastie"
"10","cs","british","british"
"11","cs","business","business"
"12","cs","der","der"
"13","cs","deutsche","deutsche"
"14","cs","die","die"
"15","cs","eagle","eagle"
"16","cs","financial","financial"
"17","cs","general","general"
"18","cs","grand","grand"
"19","cs","national","national"
"20","cs","pink","pink"
"21","cs","united","united"
"22","cs","wall","wall"
"23","cs","flushing","flushing"
"24","cs","los","los"
"25","cs","el","el"
"26","cs","czech","czech"
"27","cs","french","french"
"28","cs","fit","fit"
"29","cs","open","open"
"30","cs","power","power"
"31","cs","super","super"
"32","cs","the","the"
"33","cs","tie","tie"
"34","cs","ad","ad"
"35","cs","in","in"
"36","cs","de","de"
"37","cs","a","a"
"38","cs","pro","pro"
"39","cs","versus","versus"
"40","cs","do","do"
"41","cs","of","of"
"42","cs","van","van"
"43","cs","von","von"
"44","cs","di","di"
"45","cs","cca","cca"
"46","cs","tam","tam"
"47","cs","and_^(obv._souč._anglických_názvů,_""a""","and"
"48","cs","cd","cd"
"49","cs","ecm","ecm"
"50","cs","office","o"
"51","cs","unprofor","unprofor"
"52","cs","ag","ag"
"53","cs","sp","sp"
"54","cs","management","management"
"55","cs","management","managementu"
"56","cs","summit","summit"
"57","cs","homo","homo"
"58","cs","neem","neem"
"59","cs","box","box"
"60","cs","play","play"
"61","cs","facto","facto"
"62","cs","pas","pas"
"63","cs","s","s"
"64","cs","syn","syn"
"65","cs","four","four"
"66","cs","ne","ne"
"67","cs","off","off"
"68","cs","usa","usa"
"69","cs","o","o"
"70","cs","t","t"
"71","cs","vw","vw"
"72","cs","sdl","sdl"
"73","cs","abb","abb"
"74","cs","ap","ap"
"75","cs","bbc","bbc"
"76","cs","cdu","cdu"
"77","cs","cia","cia"
"78","cs","csu","csu"
"79","cs","fdp","fdp"
"80","cs","fifa","fifa"
"81","cs","fis","fis"
"82","cs","ira","ira"
"83","cs","nasa","nasa"
"84","cs","nba","nba"
"85","cs","pds","pds"
"86","cs","pri","pri"
"87","cs","spd","spd"
"88","cs","wta","wta"
"89","cs","atp","atp"
"90","cs","c","c"
"91","cs","cnn","cnn"
"92","cs","hzds","hzds"
"93","cs","tass","tass"
"94","cs","av","av"
"95","cs","mcm","mcm"
"96","cs","george","george"
"97","cs","jindřich","jindřicha"
"98","cs","mike","mike"
"99","cs","banshee","banshees"
"100","cs","boy","boys"
"101","cs","floyd","floyd"
"102","cs","david","david"
"103","cs","juppé","juppé"
"104","cs","elbit","elbit"
"105","cs","street","street"
"106","cs","cup","cup"
"107","cs","elbit","elbitu"
"108","cs","sejm","sejmu"
"109","cs","cup","cupu"
"110","cs","times","times"
"111","cs","mir","mir"
"112","cs","welt","welt"
"113","cs","hill","hill"
"114","cs","zeitung","zeitung"
"115","cs","air","air"
"116","cs","apple","apple"
"117","cs","bayern","bayern"
"118","cs","college","college"
"119","cs","nature","nature"
"120","cs","press","press"
"121","cs","bay","bay"
"122","cs","city","city"
"123","cs","robert","robert"
"124","cs","chelsea","chelsea"
"125","cs","news","news"
"126","cs","science","science"
"127","cs","university","university"
"128","cs","bank","bank"
"129","cs","duck","duck"
"130","cs","france","france"
"131","cs","group","group"
"132","cs","sf`fein-1","fein"
"133","cs","sf`sinn-1","sinn"
"134","cs","siouxsie","siouxsie"
"135","cs","meadows","meadows"
"136","cs","hole","hole"
"137","cs","prix","prix"
"138","cs","angeles","angeles"
"139","cs","fassa","fassa"
"140","cs","val","val"
"141","cs","international","international"
"142","gl","obstante","obstante"
"143","gl","de","de"
"144","gl","en","en"
"145","gl","o","a"
"146","gl","artigo","artigo"
"147","gl","cadro","cadro"
"148","gl","caso","caso"
"149","gl","diferencia","diferencia"
"150","gl","efecto","efecto"
"151","gl","falta","falta"
"152","gl","lei","lei"
"153","gl","papel","papel"
"154","gl","parque","parque"
"155","gl","táboa","táboa"
"156","gl","non","non"
"157","gl","como","como"
"158","gl","dicir","di"
"159","gl","poder","poderá"
"160","pt","_","mundo"
"161","ro","de","de"
"162","ro","al","al"
"163","ro","b","b"
"164","ro","doi","ii"
"165","ru","buttkicker","buttkicker"
"166","ru","fia","fia"
"167","ru","foxp2","foxp2"
"168","ru","mba","mba"
"169","ru","pm","pm"
"170","ru","robocup","robocup"
"171","ru","weta","weta"
"172","ru","xgr","xgr"
"173","ru","а","а"
"174","ru","ни","ни"
"175","sv","in","in"
"176","ur","چیلنج","چیلنج"
"177","cs","omezený","o"
"178","cs","d","d"
"179","cs","i","i"
"180","cs","j","j"
"181","cs","k","k"
"182","cs","rm","rm"
"183","cs","český","č"
"184","cs","aj","aj"
"185","cs","akciový","a"
"186","cs","československý","čs"
"187","cs","národní","n"
"188","cs","narozený","nar"
"189","cs","svatý","sv"
"190","cs","takzvaný","tzv"
"191","cs","nad","n"
"192","cs","před","př"
"193","cs","apod","apod"
"194","cs","atd","atd"
"195","cs","mj","mj"
"196","cs","například","např"
"197","cs","popřípadě","popř"
"198","cs","respektive","resp"
"199","cs","tj","tj"
"200","cs","můj","n"
"201","cs","profesor","prof"
"202","cs","doktor","dr"
"203","cs","celsius","c"
"204","cs","csc","csc"
"205","cs","drsc","drsc"
"206","cs","ing","ing"
"207","cs","judr","judr"
"208","cs","mudr","mudr"
"209","cs","phdr","phdr"
"210","cs","rndr","rndr"
"211","cs","aids","aids"
"212","cs","aids","aidsu"
"213","cs","°","°"
"214","cs","letopočet","l"
"215","cs","cp","cp"
"216","cs","zps","zps"
"217","cs","b","b"
"218","cs","bp","bp"
"219","cs","ccm","ccm"
"220","cs","cm`centimetr","cm"
"221","cs","co","co"
"222","cs","ha`hektar","ha"
"223","cs","hc","hc"
"224","cs","hdp","hdp"
"225","cs","hiv","hiv"
"226","cs","iq","iq"
"227","cs","jlv","jlv"
"228","cs","kg`kilogram","kg"
"229","cs","km`kilometr","km"
"230","cs","kv","kv"
"231","cs","l`litr","l"
"232","cs","městnv","městnv"
"233","cs","milión","mil"
"234","cs","m`metr","m"
"235","cs","mm`milimetr","mm"
"236","cs","ms","ms"
"237","cs","mv","mv"
"238","cs","mw`megawatt","mw"
"239","cs","obrázek","obr"
"240","cs","odstavec","odst"
"241","cs","onv","onv"
"242","cs","pmv","pmv"
"243","cs","podnik","p"
"244","cs","pvc","pvc"
"245","cs","rms","rms"
"246","cs","rok","r"
"247","cs","sj","sj"
"248","cs","stupeň","st"
"249","cs","telefon","tel"
"250","cs","tisíc","tis"
"251","cs","usd","usd"
"252","cs","úses","úses"
"253","cs","usk","usk"
"254","cs","úv","úv"
"255","cs","z","z"
"256","cs","zp","zp"
"257","cs","zv","zv"
"258","cs","ručení","r"
"259","cs","oh","oh"
"260","cs","bis","bis"
"261","cs","bsp","bsp"
"262","cs","čov","čov"
"263","cs","čsn","čsn"
"264","cs","dem","dem"
"265","cs","dkk","dkk"
"266","cs","dna","dna"
"267","cs","dph","dph"
"268","cs","e","e"
"269","cs","ecu","ecu"
"270","cs","f","f"
"271","cs","hodina","h"
"272","cs","kč","kč"
"273","cs","kčs","kčs"
"274","cs","m","m"
"275","cs","miliarda","mld"
"276","cs","mtdna","mtdna"
"277","cs","ozo","ozo"
"278","cs","p","p"
"279","cs","ph","ph"
"280","cs","poznámka","pozn"
"281","cs","red","red"
"282","cs","redakce","red"
"283","cs","sb","sb"
"284","cs","sek","sek"
"285","cs","sk","sk"
"286","cs","společnost","s"
"287","cs","společnost","spol"
"288","cs","s`sekunda","s"
"289","cs","strana","str"
"290","cs","televize","tv"
"291","cs","úr","úr"
"292","cs","útz","útz"
"293","cs","vřsr","vřsr"
"294","cs","zdš","zdš"
"295","cs","zo","zo"
"296","cs","hodina","hod"
"297","cs","minuta","min"
"298","cs","ai","ai"
"299","cs","číslo","č"
"300","cs","eeg","eeg"
"301","cs","g","g"
"302","cs","h","h"
"303","cs","jzd","jzd"
"304","cs","me","me"
"305","cs","q","q"
"306","cs","wc","wc"
"307","cs","l","l"
"308","cs","r","r"
"309","cs","v","v"
"310","cs","w","w"
"311","cs","sd","sd"
"312","cs","n","n"
"313","cs","š","š"
"314","cs","čez","čez"
"315","cs","ac","ac"
"316","cs","afp","afp"
"317","cs","aik","aik"
"318","cs","anc","anc"
"319","cs","čmfs","čmfs"
"320","cs","čsú","čsú"
"321","cs","fc","fc"
"322","cs","fnm","fnm"
"323","cs","if","if"
"324","cs","ipf","ipf"
"325","cs","ivvm","ivvm"
"326","cs","kan","kan"
"327","cs","knv","knv"
"328","cs","ksč","ksč"
"329","cs","lb","lb"
"330","cs","lux","lux"
"331","cs","mmf","mmf"
"332","cs","mov","mov"
"333","cs","nkú","nkú"
"334","cs","nv","nv"
"335","cs","ov","ov"
"336","cs","palace","palace"
"337","cs","pen","pen"
"338","cs","pmez","pmez"
"339","cs","roh","roh"
"340","cs","sčsp","sčsp"
"341","cs","spt","spt"
"342","cs","ssm","ssm"
"343","cs","stem","stem"
"344","cs","tiba","tiba"
"345","cs","újč","újč"
"346","cs","vúm","vúm"
"347","cs","sssr","sssr"
"348","cs","pvp","pvp"
"349","cs","famu","famu"
"350","cs","amu","amu"
"351","cs","ndr","ndr"
"352","cs","stb","stb"
"353","cs","čsa","čsa"
"354","cs","čsd","čsd"
"355","cs","ln","ln"
"356","cs","abc","abc"
"357","cs","cefta","cefta"
"358","cs","čmkos","čmkos"
"359","cs","čmss","čmss"
"360","cs","čmus","čmus"
"361","cs","čnb","čnb"
"362","cs","čnr","čnr"
"363","cs","čsad","čsad"
"364","cs","čsav","čsav"
"365","cs","čsl","čsl"
"366","cs","čsob","čsob"
"367","cs","čssd","čssd"
"368","cs","čst","čst"
"369","cs","čstk","čstk"
"370","cs","čt","čt"
"371","cs","čtk","čtk"
"372","cs","čto","čto"
"373","cs","čtv","čtv"
"374","cs","čvts","čvts"
"375","cs","eu","eu"
"376","cs","fbis","fbis"
"377","cs","ibm","ibm"
"378","cs","ipb","ipb"
"379","cs","ipo","ipo"
"380","cs","kb","kb"
"381","cs","kbse","kbse"
"382","cs","kds","kds"
"383","cs","kdu","kdu"
"384","cs","kgb","kgb"
"385","cs","ksčm","ksčm"
"386","cs","ksss","ksss"
"387","cs","lsns","lsns"
"388","cs","lsu","lsu"
"389","cs","maae","maae"
"390","cs","mf","mf"
"391","cs","mns","mns"
"392","cs","nf","nf"
"393","cs","ng","ng"
"394","cs","nhl","nhl"
"395","cs","oda","oda"
"396","cs","ods","ods"
"397","cs","oecd","oecd"
"398","cs","oop","oop"
"399","cs","osn","osn"
"400","cs","po","po"
"401","cs","rsč","rsč"
"402","cs","rvhp","rvhp"
"403","cs","sbčs","sbčs"
"404","cs","snr","snr"
"405","cs","sns","sns"
"406","cs","uefa","uefa"
"407","cs","uk","uk"
"408","cs","úro","úro"
"409","cs","vb","vb"
"410","cs","čr","čr"
"411","cs","čsfr","čsfr"
"412","cs","čsr","čsr"
"413","cs","čssr","čssr"
"414","cs","francie","fr"
"415","cs","kldr","kldr"
"416","cs","sr","sr"
"417","cs","srn","srn"
"418","cs","ssr","ssr"
"419","cs","bmw","bmw"
"420","cs","boby","boby"
"421","cs","čkd","čkd"
"422","cs","čvut","čvut"
"423","cs","es","es"
"424","cs","fmv","fmv"
"425","cs","fs","fs"
"426","cs","gř","gř"
"427","cs","kdh","kdh"
"428","cs","mzvž","mzvž"
"429","cs","nato","nato"
"430","cs","nd","nd"
"431","cs","scp","scp"
"432","cs","snp","snp"
"433","cs","spn","spn"
"434","cs","spr","spr"
"435","cs","pc","pc"
"436","cs","bar","bar"
"437","cs","ben","ben"
"438","cs","ber","ber"
"439","cs","bra","bra"
"440","cs","če","če"
"441","cs","dan","dan"
"442","cs","em","em"
"443","cs","gag","gag"
"444","cs","haš","haš"
"445","cs","ika","ika"
"446","cs","il","il"
"447","cs","jap","jap"
"448","cs","jop","jop"
"449","cs","js","js"
"450","cs","kva","kva"
"451","cs","luč","luč"
"452","cs","ma","ma"
"453","cs","mot","mot"
"454","cs","mrk","mrk"
"455","cs","mst","mst"
"456","cs","ouš","ouš"
"457","cs","pet","pet"
"458","cs","ria","ria"
"459","cs","škr","škr"
"460","cs","sn","sn"
"461","cs","šv","šv"
"462","cs","tob","tob"
"463","cs","tse","tse"
"464","cs","vet","vet"
"465","cs","?","?"
"466","cs","*","*"
"467","el","εε","εε"
"468","el","ηπα","ηπα"
"469","el","κ.","κ."
"470","el","οηε","οηε"
"471","el","χλμ.","χλμ."
"472","et","sh","sh"
"473","et","st","st"
"474","et","a","a"
"475","et","a","a."
"476","fi","ekr.","ekr."
"477","fi","x","x:n"
"478","fi","x","x"
"479","fi","y","y"
"480","fi","mm.","mm."
"481","fi","eu","eu:n"
"482","fi","a.","a."
"483","he","יו""ר","יו""ר"
"484","he","דו""ח","דו""ח"
"485","he","מנכ""ל","מנכ""ל"
"486","he","מפכ""ל","מפכ""ל"
"487","he","קילוגרם","ק""ג"
"488","he","ד""ר","ד""ר"
"489","he","מ""ר","מ""ר"
"490","he","ש""ח","ש""ח"
"491","he","חו""ל","חו""ל"
"492","he","ח""ך","ח""כ"
"493","he","מד""א","מד""א"
"494","he","מע""ם","מע""ם"
"495","he","עו""ד","עו""ד"
"496","he","ארה""ב","ארה""ב"
"497","he","בית""ר","בית""ר"
"498","he","בריה""ם","בריה""ם"
"499","he","צה""ל","צה""ל"
"500","he","ת""א","ת""א"
"501","hsb","před","př"
"502","hsb","naš","n"
"503","hsb","přikład","př"
"504","hsb","lětoličba","l"
"505","lv","as","as"
"506","lv","dus","dus"
"507","lv","es","es"
"508","lv","ikp","ikp"
"509","lv","ims","ims"
"510","lv","leta","leta"
"511","lv","sia","sia"
"512","lv","unesco","unesco"
"513","lv","zaao","zaao"
"514","no","ok","ok"
"515","no","bl.a.","bl.a."
"516","no","m.a.","m.a."
"517","no","pr.","pr."
"518","no","ca.","ca"
"519","no","ca.","ca."
"520","no","dvs.","dvs."
"521","no","etc.","etc"
"522","no","etc.","etc."
"523","no","f.eks.","f.eks."
"524","no","t.v.","t.v."
"525","no","ap","ap"
"526","no","dr.","dr."
"527","no","eu","eu"
"528","no","fn","fn"
"529","no","frp","frp"
"530","no","h.","h."
"531","no","i.","i."
"532","no","kap.","kap."
"533","no","kl.","kl"
"534","no","kr","kr"
"535","no","krf","krf"
"536","no","mill.","mill."
"537","no","nato","nato"
"538","no","nr.","nr"
"539","no","nr.","nr."
"540","no","oecd","oecd"
"541","no","pst.","pst."
"542","no","pst","pst"
"543","no","s.","s."
"544","no","sp","sp"
"545","no","st.meld.","st.meld."
"546","no","sv","sv"
"547","no","ts","ts"
"548","no","usa","usa"
"549","no","sv","svs"
"550","no","as","as"
"551","no","bnp","bnp"
"552","no","tv","tv"
"553","no","frp.","fr.p."
"554","no","fn","fns"
"555","no","frp","frps"
"556","no","usa","usas"
"557","no","jf.","jf"
"558","no","jf.","jf."
"559","ro","a","a"
"560","ro","a.","a."
"561","ro","al.","al."
"562","ro","alin.","alin."
"563","ro","art.","art."
"564","ro","b.","b."
"565","ro","c.","c."
"566","ro","ce","ce"
"567","ro","cee","cee"
"568","ro","d.","d."
"569","ro","g","g"
"570","ro","g.","g."
"571","ro","i.","i."
"572","ro","k","k"
"573","ro","lit.","lit."
"574","ro","m","m"
"575","ro","mg","mg"
"576","ro","ml","ml"
"577","ro","n.","n."
"578","ro","na","na"
"579","ro","nr.","nr."
"580","ro","o.n.u.","o.n.u."
"581","ro","pct.","pct."
"582","ro","ue","ue"
"583","ro","v","v"
"584","sv","bl a","bl a"
"585","sv","bl.a.","bl.a."
"586","sv","ca","ca"
"587","sv","dvs","dvs"
"588","sv","etc","etc"
"589","sv","osv","osv"
"590","sv","s k","s k"
"591","sv","s.k.","s.k."
"592","sv","t ex","t ex"
"593","sv","t.ex.","t.ex."
"594","sv","%","%"
"595","sv","dr","dr"
"596","sv","kap.","kap."
"597","sv","kpi","kpi"
"598","sv","kr","kr"
"599","sv","mån","mån"
"600","sv","milj","milj"
"601","sv","nr","nr"
"602","sv","proc","proc"
"603","sv","s.","s."
"604","tr","chp","chp"
"605","uk","грн","грн"
"606","uk","упа","упа"
"607","uk","млрд","млрд"
"608","uk","р.","р"
"609","uk","тов","тов"
"610","uk","тес","тес"
"611","uk","ст.","ст"
"612","uk","млн","млн"
"613","uk","м","м"
"614","uk","о.","о"
"615","bg","пръв","първата"
"616","bg","втори","втория"
"617","bg","пръв","първия"
"618","bg","пръв","първите"
"619","bg","втори","ii"
"620","bg","втори","втора"
"621","bg","пръв","първа"
"622","bg","първи","1"
"623","bg","трети","трета"
"624","bg","втори","втори"
"625","bg","пръв","пръв"
"626","bg","първи","първи"
"627","bg","два","двете"
"628","bg","два","двата"
"629","bg","двама","двамата"
"630","bg","два","2"
"631","bg","два","две"
"632","bg","един","1"
"633","bg","един","една"
"634","bg","два","два"
"635","bg","един","един"
"636","bg","един","едно"
"637","bg","двадесет","20"
"638","bg","двама","двама"
"639","bg","двеста","200"
"640","bg","десет","десет"
"641","bg","осем","8"
"642","bg","пет","пет"
"643","bg","петдесет","50"
"644","bg","петстотин","500"
"645","bg","седем","7"
"646","bg","седемдесет","70"
"647","bg","сто","сто"
"648","bg","три","3"
"649","bg","три","три"
"650","bg","тридесет","30"
"651","bg","четири","4"
"652","bg","четири","четири"
"653","bg","четиридесет","40"
"654","bg","шест","6"
"655","bxr","зуун","зуун"
"656","bxr","нэгэ","нэгэ"
"657","ca","darrer","darreres"
"658","ca","primer","primeres"
"659","ca","últim","últimes"
"660","ca","cinquè","cinquena"
"661","ca","darrer","darrera"
"662","ca","desè","desena"
"663","ca","primer","primera"
"664","ca","quart","quarta"
"665","ca","segon","segona"
"666","ca","sisè","sisena"
"667","ca","tercer","tercera"
"668","ca","últim","última"
"669","ca","vuitè","vuitena"
"670","ca","darrer","darrers"
"671","ca","primer","primers"
"672","ca","últim","últims"
"673","ca","cinquè","cinquè"
"674","ca","darrer","darrer"
"675","ca","primer","primer"
"676","ca","segon","segon"
"677","ca","tercer","tercer"
"678","ca","últim","últim"
"679","ca","dos","dues"
"680","ca","mig","mitja"
"681","ca","un","una"
"682","ca","dos","dos"
"683","ca","mig","mig"
"684","ca","un","un"
"685","ca","cent","cent"
"686","ca","cinc","cinc"
"687","ca","deu","deu"
"688","ca","dotze","dotze"
"689","ca","mil","mil"
"690","ca","nou","nou"
"691","ca","onze","onze"
"692","ca","quaranta","quaranta"
"693","ca","quatre","quatre"
"694","ca","quinze","quinze"
"695","ca","set","set"
"696","ca","sis","sis"
"697","ca","trenta","trenta"
"698","ca","tres","tres"
"699","ca","tretze","tretze"
"700","ca","vint","vint"
"701","ca","vuit","vuit"
"702","ca","doble","doble"
"703","ca","%","%"
"704","ca","10/100","10%"
"705","ca","1/100","1%"
"706","ca","2/100","2%"
"707","ca","25/100","25%"
"708","ca","30/100","30%"
"709","ca","50/100","50%"
"710","ca","5/100","5%"
"711","cs","druhý","druhé"
"712","cs","první","první"
"713","cs","čtvrtý","čtvrtého"
"714","cs","druhý","druhého"
"715","cs","první","prvního"
"716","cs","třetí","třetího"
"717","cs","druhý","druhým"
"718","cs","první","prvním"
"719","cs","druhý","druhému"
"720","cs","první","prvnímu"
"721","cs","třetí","třetímu"
"722","cs","druhý","druhých"
"723","cs","první","prvních"
"724","cs","první","prvními"
"725","cs","třetí","třetím"
"726","cs","druhý","druhém"
"727","cs","druhý","druzí"
"728","cs","třetí","třetí"
"729","cs","čtvrtý","čtvrtý"
"730","cs","druhý","druhý"
"731","cs","pátý","pátý"
"732","cs","sedmý","sedmý"
"733","cs","šestý","šestý"
"734","cs","jeden","jedny"
"735","cs","dvojí","dvojí"
"736","cs","obojí","obojí"
"737","cs","dvacátý","dvacátého"
"738","cs","pátý","pátého"
"739","cs","dvojí","dvojím"
"740","cs","čtvrtý","čtvrtém"
"741","cs","pátý","pátém"
"742","cs","šestý","šestém"
"743","cs","šestý","šesté"
"744","cs","pátý","páté"
"745","cs","čtvrtý","čtvrtou"
"746","cs","druhý","druhou"
"747","cs","čtvrtý","čtvrté"
"748","cs","desátý","desáté"
"749","cs","devátý","deváté"
"750","cs","sedmý","sedmé"
"751","cs","jeden","jedněch"
"752","cs","osmý","osmé"
"753","cs","čtyřicátý","čtyřicátých"
"754","cs","devadesátý","devadesátých"
"755","cs","dvacátý","dvacátých"
"756","cs","osmdesátý","osmdesátých"
"757","cs","padesátý","padesátých"
"758","cs","šedesátý","šedesátých"
"759","cs","sedmdesátý","sedmdesátých"
"760","cs","třicátý","třicátých"
"761","cs","devatenáctý","devatenáctého"
"762","cs","druhý","druhá"
"763","cs","pátý","pátá"
"764","cs","čtyři","čtyři"
"765","cs","dva","dva"
"766","cs","oba","oba"
"767","cs","tři","tři"
"768","cs","jeden","jeden"
"769","cs","jeden","jednoho"
"770","cs","dva","dvěma"
"771","cs","oba","oběma"
"772","cs","tři","třem"
"773","cs","jeden","jednomu"
"774","cs","čtyři","čtyř"
"775","cs","dva","dvou"
"776","cs","oba","obou"
"777","cs","tři","tří"
"778","cs","tisíc","tisíc"
"779","cs","jeden","jedním"
"780","cs","sto","sto"
"781","cs","půl","půl"
"782","cs","sto","set"
"783","cs","pár","pár"
"784","cs","čtyři","čtyřech"
"785","cs","jeden","jednom"
"786","cs","dva","dvě"
"787","cs","oba","obě"
"788","cs","čtvrtina","čtvrtiny"
"789","cs","třetina","třetiny"
"790","cs","jeden","jednu"
"791","cs","čtvrtina","čtvrtinu"
"792","cs","desetina","desetinu"
"793","cs","pětina","pětinu"
"794","cs","třetina","třetinu"
"795","cs","jeden","jedno"
"796","cs","osm","osm"
"797","cs","čtrnáct","čtrnáct"
"798","cs","čtyřicet","čtyřicet"
"799","cs","deset","deset"
"800","cs","devadesát","devadesát"
"801","cs","devatenáct","devatenáct"
"802","cs","devět","devět"
"803","cs","dvacet","dvacet"
"804","cs","dvanáct","dvanáct"
"805","cs","jedenáct","jedenáct"
"806","cs","osmdesát","osmdesát"
"807","cs","osmnáct","osmnáct"
"808","cs","padesát","padesát"
"809","cs","patnáct","patnáct"
"810","cs","pět","pět"
"811","cs","šedesát","šedesát"
"812","cs","sedm","sedm"
"813","cs","sedmdesát","sedmdesát"
"814","cs","sedmnáct","sedmnáct"
"815","cs","šest","šest"
"816","cs","šestnáct","šestnáct"
"817","cs","třicet","třicet"
"818","cs","třináct","třináct"
"819","cs","jeden","jedné"
"820","cs","třetina","třetině"
"821","cs","čtrnáct","čtrnácti"
"822","cs","deset","deseti"
"823","cs","devět","devíti"
"824","cs","dvacet","dvaceti"
"825","cs","jedenáct","jedenácti"
"826","cs","osm","osmi"
"827","cs","osmdesát","osmdesáti"
"828","cs","osmnáct","osmnácti"
"829","cs","padesát","padesáti"
"830","cs","patnáct","patnácti"
"831","cs","pět","pěti"
"832","cs","sedm","sedmi"
"833","cs","šest","šesti"
"834","cs","šestnáct","šestnácti"
"835","cs","třicet","třiceti"
"836","cs","čtyřicet","čtyřiceti"
"837","cs","dvanáct","dvanácti"
"838","cs","pětadvacet","pětadvaceti"
"839","cs","šedesát","šedesáti"
"840","cs","třináct","třinácti"
"841","cs","tři","třech"
"842","cs","tři","třemi"
"843","cs","jeden","jednou"
"844","cs","čtyři","čtyřmi"
"845","cs","jeden","jedna"
"846","cs","čtvrtina","čtvrtina"
"847","cs","třetina","třetina"
"848","cs","0.3","0.3"
"849","cs","10.00","10.00"
"850","cs","1.2","1.2"
"851","cs","1.3","1.3"
"852","cs","14.00","14.00"
"853","cs","1.5","1.5"
"854","cs","1.6","1.6"
"855","cs","16.00","16.00"
"856","cs","16.30","16.30"
"857","cs","1.7","1.7"
"858","cs","17.00","17.00"
"859","cs","17.30","17.30"
"860","cs","1.8","1.8"
"861","cs","18.00","18.00"
"862","cs","18.30","18.30"
"863","cs","19.00","19.00"
"864","cs","19.20","19.20"
"865","cs","19.30","19.30"
"866","cs","20.00","20.00"
"867","cs","20.05","20.05"
"868","cs","2.1","2.1"
"869","cs","21.30","21.30"
"870","cs","2.3","2.3"
"871","cs","23.00","23.00"
"872","cs","2.4","2.4"
"873","cs","2.5","2.5"
"874","cs","2.8","2.8"
"875","cs","3.5","3.5"
"876","cs","3.7","3.7"
"877","cs","4.5","4.5"
"878","cs","4.6","4.6"
"879","cs","5.5","5.5"
"880","cs","7.5","7.5"
"881","cs","8.00","8.00"
"882","cs","8.30","8.30"
"883","cs","8.5","8.5"
"884","cs","9.00","9.00"
"885","cs","ii","ii"
"886","cs","iii","iii"
"887","cs","iv","iv"
"888","da","1.","1."
"889","da","2.","2."
"890","da","anden","anden"
"891","da","tredje","tredje"
"892","da","fem","fem"
"893","da","fire","fire"
"894","da","otte","otte"
"895","da","seks","seks"
"896","da","syv","syv"
"897","da","ti","ti"
"898","da","to","to"
"899","da","tre","tre"
"900","de","erst","erste"
"901","de","dritt","dritte"
"902","de","erst","ersten"
"903","de","zweit","zweite"
"904","de","dritt","dritten"
"905","de","erst","erstes"
"906","de","zweit","zweiten"
"907","de","erst","erster"
"908","de","sechs","sechs"
"909","de","drei","drei"
"910","de","_","zwei"
"911","de","1,5","1,5"
"912","de","²","²"
"913","de","acht","acht"
"914","de","ein","ein"
"915","de","ein","eine"
"916","de","ein","einem"
"917","de","ein","einer"
"918","de","fünf","fünf"
"919","de","hundert","hundert"
"920","de","neun","neun"
"921","de","sieben","sieben"
"922","de","vier","vier"
"923","de","zehn","zehn"
"924","de","zwei","zwei"
"925","de","zwölf","zwölf"
"926","de","beide","beiden"
"927","de","beide","beide"
"928","el","δύο","δύο"
"929","el","πέντε","πέντε"
"930","el","τρεις","τρεις"
"931","el","ένας","ένα"
"932","el","ένας","μία"
"933","el","πρώτος","πρώτη"
"934","el","πρώτος","πρώτο"
"935","en","first","first"
"936","en","last","last"
"937","en","second","second"
"938","en","third","third"
"939","en","5:00","5:00"
"940","en","5,000","5,000"
"941","en","713-646-3393","713-646-3393"
"942","en","713-853-3989","713-853-3989"
"943","en","7:30","7:30"
"944","en","b","b"
"945","en","billion","billion"
"946","en","eight","eight"
"947","en","five","five"
"948","en","four","four"
"949","en","hundred","hundred"
"950","en","ii","ii"
"951","en","k","k"
"952","en","m","m"
"953","en","million","million"
"954","en","nine","nine"
"955","en","one","one"
"956","en","seven","seven"
"957","en","six","six"
"958","en","ten","ten"
"959","en","three","three"
"960","en","twenty","twenty"
"961","en","two","two"
"962","es","primero","primeras"
"963","es","último","últimas"
"964","es","cuarto","cuarta"
"965","es","primero","primera"
"966","es","quinto","quinta"
"967","es","segundo","segunda"
"968","es","séptimo","séptima"
"969","es","sexto","sexta"
"970","es","tercero","tercera"
"971","es","último","última"
"972","es","primero","primeros"
"973","es","tercero","terceros"
"974","es","último","últimos"
"975","es","cuarto","cuarto"
"976","es","octavo","octavo"
"977","es","primero","primer"
"978","es","primero","primero"
"979","es","quinto","quinto"
"980","es","segundo","segundo"
"981","es","séptimo","séptimo"
"982","es","sexto","sexto"
"983","es","tercero","tercer"
"984","es","tercero","tercero"
"985","es","último","último"
"986","es","ambos","ambas"
"987","es","doce","doce"
"988","es","ii","ii"
"989","es","nueve","nueve"
"990","es","ocho","ocho"
"991","es","i","i"
"992","es","medio","media"
"993","es","uno","una"
"994","es","xi","xi"
"995","es","iv","iv"
"996","es","v","v"
"997","es","ambos","ambos"
"998","es","mil","miles"
"999","es","cero","cero"
"1000","es","ciento","ciento"
"1001","es","cincuenta","cincuenta"
"1002","es","cuatro","cuatro"
"1003","es","medio","medio"
"1004","es","sesenta","sesenta"
"1005","es","un","un"
"1006","es","uno","un"
"1007","es","uno","uno"
"1008","es","viii","viii"
"1009","es","xviii","xviii"
